,date,comp,round,team,day,venue,result,gf,ga,xg,xga,poss,opponent_gf,opponent_ga,opponent_xg,opponent_xga,opponent_poss,attendance,captain,opponent_captain,home_team_formation,away_team_formation,referee,sh,sot,dist,fk,pk,pkatt,opponent_sh,opponent_sot,opponent_dist,opponent_fk,opponent_pk,opponent_pkatt,season,opponent,team_salary,opponent_team_salary,gf_last_4_games,ga_last_4_games,xga_last_4_games,avg_points_last_4_games,opponent_gf_last_4_games,opponent_ga_last_4_games,opponent_xga_last_4_games,opponent_avg_points_last_4_games,team_overall,team_attack,team_midfield,team_defense,opponent_overall,opponent_attack,opponent_midfield,opponent_defense,sh_last_4_games,sot_last_4_games,dist_last_4_games,fk_last_4_games,pk_last_4_games,pkatt_last_4_games,xg_last_4_games,poss_last_4_games,opponent_sh_last_4_games,opponent_sot_last_4_games,opponent_dist_last_4_games,opponent_fk_last_4_games,opponent_pk_last_4_games,opponent_pkatt_last_4_games,opponent_xg_last_4_games,opponent_poss_last_4_games,datetime,hour
726,12.02.2023,Bundesliga,Matchweek 20,FC Köln,Sun,Home,W,3,0,1.2,0.3,43,0,3,0.3,1.2,57,50000,Jonas Hector,Makoto Hasebe,4-2-3-1,03.04.2003,Daniel Siebert,8,4,13,0,0,0,6,1,14.8,0,0,0,2023,Eintracht Frankfurt,47800000,33960000,2,0.5,1.05,1.5,2,0.5,1.55,2,74,71,75,73,78,79,77,76,8.25,2,14.675,0,0,0,1.225,40.75,8.25,2.25,16.25,0,0.25,0.25,1.05,48.5,12.02.2023 17:30,17
727,25.02.2023,Bundesliga,Matchweek 22,FC Köln,Sat,Home,L,0,2,1.2,1,57,2,0,1,1.2,43,49300,Jonas Hector,Maximilian Arnold,04.04.2002,04.03.2003,Frank Willenborg,13,5,14.9,0,0,0,5,3,25,0,1,1,2023,VfL Wolfsburg,47800000,44540000,0.75,0.75,1.075,1.25,0.75,2.25,1.75,0.25,74,71,75,73,76,76,77,76,8.75,2,17.25,0.25,0,0,0.7,47,11.25,3,17.925,0.75,0,0.25,1.1,49.75,25.02.2023 15:30,15
728,10.03.2023,Bundesliga,Matchweek 24,FC Köln,Fri,Home,L,0,2,0.7,1.4,63,2,0,1.4,0.7,37,50000,Jonas Hector,Anthony Losilla,4-2-3-1,04.03.2003,Tobias Welz,11,5,15.1,1,0,0,8,2,23.4,0,1,1,2023,VfL Bochum 1848,47800000,15700000,0.75,1.25,0.825,1,0,2.5,2.025,0,74,71,75,73,73,73,72,73,10.75,4.25,15.625,0.25,0,0,0.95,50.75,9.25,2.75,17.25,0.25,0,0,0.875,46.5,10.03.2023 20:30,20
729,02.04.2023,Bundesliga,Matchweek 26,FC Köln,Sun,Home,D,0,0,1,1,51,0,0,1,1,49,50000,Jonas Hector,Lars Stindl,4-1-4-1,4-2-3-1,Felix Zwayer,12,5,17.4,1,0,0,8,2,18.5,1,0,0,2023,Borussia Mönchengladbach,47800000,47800000,0.25,2.5,1.55,0.25,0.5,2.25,1.475,0.5,74,71,75,73,77,80,78,76,11.25,4.75,14.975,0.25,0,0,1.1,51.25,11.25,3.75,17.525,0.5,0,0.25,1.925,52,02.04.2023 15:30,15
730,15.04.2023,Bundesliga,Matchweek 28,FC Köln,Sat,Home,D,1,1,1,0.8,53,1,1,0.8,1,47,50000,Jonas Hector,Silvan Widmer,4-2-3-1,03.04.2003,Benjamin Cortus,11,4,17.4,0,0,0,5,1,23.1,0,0,0,2023,FSV Mainz 05,47800000,21350000,1,2.25,1.625,1,1.75,1,1.225,1.5,74,71,75,73,75,76,75,74,11.25,5.25,15.65,0.5,0,0,1.25,49.5,12.75,6.25,16.4,0.75,0,0,1.575,47,15.04.2023 15:30,15
731,29.04.2023,Bundesliga,Matchweek 30,FC Köln,Sat,Home,L,0,1,1.6,1.6,57,1,0,1.6,1.6,43,50000,Jonas Hector,Christian Günter,4-2-3-1,4-2-2-2,Tobias Reichel,19,4,16.9,0,0,0,13,6,16.2,0,0,0,2023,SC Freiburg,47800000,19590000,1.75,0.75,0.875,2,1.75,0.75,1.825,1.75,74,71,75,73,76,76,76,77,11.5,5,17.325,0.25,0.25,0.25,1.35,49.25,14.75,6.25,17.55,1.25,0,0,1.275,46.75,29.04.2023 15:30,15
732,12.05.2023,Bundesliga,Matchweek 32,FC Köln,Fri,Home,W,5,2,4.3,1.1,63,2,5,1.1,4.3,37,50000,Jonas Hector,Marvin Plattenhardt,4-2-3-1,04.04.2002,Sven Jablonski,31,16,13.1,0,0,0,9,3,15.4,0,0,0,2023,Hertha BSC,47800000,33420000,1.5,1,1.05,1.75,1.5,3,2.1,0.75,74,71,75,73,74,74,75,73,12.25,4.5,18,0,0.25,0.25,1.275,48,8.25,3.25,17.3,0,0.25,0.25,1.125,38.25,12.05.2023 20:30,20
733,27.05.2023,Bundesliga,Matchweek 34,FC Köln,Sat,Home,L,1,2,1.3,1.3,47,2,1,1.3,1.3,53,50000,Jonas Hector,Thomas Müller,4-2-3-1,4-2-3-1,Sven Jablonski,7,1,18.7,0,1,1,12,4,13.1,0,0,0,2023,FC Bayern München,47800000,262470000,2,1.25,1.35,1.75,2.75,1,1,2.25,74,71,75,73,85,86,85,83,17.5,7.25,15.7,0,0,0,2.025,53,20,7.5,16.45,0.5,0.25,0.25,2.75,67.25,27.05.2023 15:30,15
734,26.08.2023,Bundesliga,Matchweek 2,FC Köln,Sat,Home,L,1,2,0.9,1.7,50,2,1,1.7,0.9,50,49500,Florian Kainz,Koen Casteels,4-2-3-1,04.03.2003,Matthias Jöllenbeck,13,2,19.9,0,0,0,9,6,13.7,0,0,0,2024,VfL Wolfsburg,21880000,54830000,0,1,1.8,0,2,0,1.2,3,73,73,72,72,76,76,77,74,11,4,16.5,0,0,0,1.2,34,18,8,15.5,0,0,0,2.2,48,26.08.2023 15:30,15
735,16.09.2023,Bundesliga,Matchweek 4,FC Köln,Sat,Home,L,1,3,1,1,56,3,1,1,1,44,49300,Florian Kainz,Oliver Baumann,4-2-3-1,03.05.2002,Daniel Siebert,18,6,18,0,0,0,13,5,20.6,2,0,0,2024,TSG Hoffenheim,21880000,48590000,0.666666667,1.333333333,1.533333333,0.333333333,2.333333333,1.666666667,2.066666667,2,73,73,72,72,76,76,77,75,10,2.333333333,20.56666667,0,0.333333333,0.333333333,1,39.66666667,15.66666667,4.666666667,17.76666667,1,0.333333333,0.333333333,2.133333333,50.66666667,16.09.2023 15:30,15
736,30.09.2023,Bundesliga,Matchweek 6,FC Köln,Sat,Home,L,0,2,0.7,2.5,40,2,0,2.5,0.7,60,50000,Florian Kainz,Waldemar Anton,4-1-3-2,4-2-3-1,Tobias Stieler,14,5,18.7,0,0,0,18,4,16.2,0,0,0,2024,VfB Stuttgart,21880000,28080000,1,2,1.475,0.25,3,1.75,0.975,2.25,73,73,72,72,77,80,75,76,12.75,3.25,19.475,0.25,0.25,0.25,1.025,48.5,13.75,6.5,18.5,0.25,0,0,1.675,53,30.09.2023 15:30,15
737,22.10.2023,Bundesliga,Matchweek 8,FC Köln,Sun,Home,W,3,1,2.7,0.3,60,1,3,0.3,2.7,40,50000,Florian Kainz,Julian Weigl,4-2-3-1,03.05.2002,Deniz Aytekin,21,6,19.6,1,2,2,5,2,21.4,1,0,0,2024,Borussia Mönchengladbach,21880000,51480000,0.5,2.5,2.2,0,2,1.75,1.1,1.25,73,73,72,72,76,75,77,75,13.25,4.5,15.675,0.25,0,0,1.075,46.25,20.75,6.75,15.475,0.5,0,0.25,2.475,52.5,22.10.2023 15:30,15
738,04.11.2023,Bundesliga,Matchweek 10,FC Köln,Sat,Home,D,1,1,2,2.6,59,1,1,2.6,2,41,49300,Florian Kainz,Ermedin Demirović,4-2-3-1,4-2-3-1,Christian Dingert,26,11,17.7,1,0,0,18,2,15.4,1,0,0,2024,FC Augsburg,21880000,24360000,0.75,3,2.55,0.75,2.25,2,1.425,1.5,73,73,72,72,74,76,74,75,12,3.75,15.5,0.5,0.5,0.5,1.4,43.5,11.75,4,16.225,0.25,0.25,0.25,1.4,44,04.11.2023 15:30,15
739,24.11.2023,Bundesliga,Matchweek 12,FC Köln,Fri,Home,L,0,1,0.2,3.5,32,1,0,3.5,0.2,68,50000,Florian Kainz,Manuel Neuer,3-4-1-2,4-2-3-1,Marco Fritz,6,1,21.8,0,0,0,21,4,12.7,0,0,0,2024,FC Bayern München,21880000,255820000,1.25,2.25,2.7,1.25,4.75,0.75,0.925,3,73,73,72,72,84,90,84,83,16,6,16.025,0.75,0.5,0.5,1.625,51.25,18.75,9.25,15.1,0.75,0,0,3.2,59.75,24.11.2023 20:30,20
740,10.12.2023,Bundesliga,Matchweek 14,FC Köln,Sun,Home,D,0,0,0.3,1.4,54,0,0,1.4,0.3,46,50000,Marvin Schwäbe,Silvan Widmer,4-2-3-1,03.04.2003,Frank Willenborg,5,3,22.3,0,0,0,13,5,14.6,0,0,0,2024,FSV Mainz 05,21880000,28540000,0.75,0.75,2.625,1.25,0.75,0.5,0.775,1.25,73,73,72,72,75,74,75,74,13.75,6,18.225,0.5,0,0,1.15,48.5,13.5,3.25,18.075,0.5,0,0.25,1.425,46.25,10.12.2023 17:30,17
741,13.01.2024,Bundesliga,Matchweek 17,FC Köln,Sat,Home,D,1,1,0.9,0.9,51,1,1,0.9,0.9,49,50000,Florian Kainz,Patrick Mainka,4-2-3-1,04.04.2002,Felix Zwayer,14,5,15.3,1,0,0,9,2,16.2,1,0,0,2024,Heidenheim,21880000,10970000,0.25,1,1.65,1,2,1.5,2.075,2.25,73,73,72,72,72,74,72,72,10,4.25,19.775,0.75,0,0,0.95,54.25,11,3.25,16.95,0.5,0,0,1.2,40.5,13.01.2024 15:30,15
742,20.01.2024,Bundesliga,Matchweek 18,FC Köln,Sat,Home,L,0,4,1.3,3.4,39,4,0,3.4,1.3,61,50000,Florian Kainz,Gregor Kobel,04.04.2002,04.03.2003,Daniel Schlager,19,5,17.4,0,0,0,10,6,16.9,1,1,1,2024,Borussia Dortmund,21880000,126600000,0.25,1.25,1.7,0.5,1.75,1.25,1.625,1.25,73,73,72,72,81,81,82,81,10.5,4,18.85,0.75,0,0,0.8,53.25,20.25,7,17.6,0.25,0,0,2.1,58.25,20.01.2024 15:30,15
743,03.02.2024,Bundesliga,Matchweek 20,FC Köln,Sat,Home,W,2,0,1.3,0.8,41,0,2,0.8,1.3,59,50000,Florian Kainz,Kevin Trapp,4-2-3-1,03.04.2003,Timo Gerach,15,4,17.2,1,0,0,11,4,16.9,1,0,0,2024,Eintracht Frankfurt,21880000,36330000,0.5,2,1.825,0.5,1.5,0.75,1.425,2.5,73,73,72,72,77,76,77,77,13.75,4.75,17.375,0.5,0,0,0.9,49.5,9.5,3.5,15.8,0.25,0,0,1.25,51.5,03.02.2024 18:30,18
744,16.02.2024,Bundesliga,Matchweek 22,FC Köln,Fri,Home,L,0,1,0.8,1.8,57,1,0,1.8,0.8,43,50000,Florian Kainz,Marco Friedl,4-2-3-1,03.05.2002,Daniel Siebert,13,2,17,1,0,0,13,4,16.7,0,0,0,2024,Werder Bremen,21880000,28780000,1,1.5,1.725,1.25,1.5,0.75,1.425,2.25,73,73,72,72,74,72,74,73,11.5,3,19.15,0.5,0,0,0.825,42.75,10.5,2.25,17.8,0.25,0.25,0.25,1.3,45,16.02.2024 20:30,20
745,03.03.2024,Bundesliga,Matchweek 24,FC Köln,Sun,Home,L,0,2,1,1.5,23,2,0,1.5,1,77,50000,Marvin Schwäbe,Lukáš Hrádecký,04.04.2002,03.04.2003,Tobias Stieler,6,0,11,0,0,0,17,5,16.9,2,0,0,2024,Bayer 04 Leverkusen,21880000,64370000,1,0.75,1.5,1.25,2.25,0.5,0.675,3,73,73,72,72,82,82,83,81,11.5,3.25,19.525,0.75,0,0,0.725,41.75,17.25,6.25,17.5,0.25,0,0,1.55,58.5,03.03.2024 15:30,15
746,15.03.2024,Bundesliga,Matchweek 26,FC Köln,Fri,Home,L,1,5,1.2,3.3,34,5,1,3.3,1.2,66,49000,Florian Kainz,Willi Orban,4-2-3-1,4-2-2-2,Florian Badstübner,10,2,17.4,0,0,0,22,8,15.8,1,0,0,2024,RB Leipzig,21880000,101040000,1,1.75,1.825,0.5,2.25,0.75,0.875,2.25,73,73,72,72,80,81,80,80,10.75,3.25,15.8,0.5,0,0,0.775,37,17,6.75,17.275,0.75,0,0,1.975,53,15.03.2024 20:30,20
747,06.04.2024,Bundesliga,Matchweek 28,FC Köln,Sat,Home,W,2,1,1,0.6,56,1,2,0.6,1,44,50000,Florian Kainz,Anthony Losilla,4-2-3-1,4-3-1-2,Tobias Welz,20,7,16.3,0,0,0,11,2,13.5,0,0,0,2024,VfL Bochum 1848,21880000,18030000,1.25,2.75,2.2,0.5,1,2.5,1.725,0.25,73,73,72,72,73,73,74,72,10,2.25,15.925,0.25,0,0,1.025,35.5,17.5,4.5,17.95,0.25,0,0,1.125,52.75,06.04.2024 15:30,15
748,20.04.2024,Bundesliga,Matchweek 30,FC Köln,Sat,Home,L,0,2,1,1.8,58,2,0,1.8,1,42,50000,Florian Kainz,Tobias Kempe,04.04.2002,03.04.2003,Matthias Jöllenbeck,19,4,17.2,0,0,0,12,6,19.9,0,0,0,2024,Darmstadt 98,21880000,13230000,1,2.25,2.075,1,1,3,2.475,0.25,73,73,72,72,71,70,71,70,13.25,4,17.9,0,0,0,1.1,41,12.5,3,19.875,0,0,0,0.925,40.25,20.04.2024 15:30,15
749,04.05.2024,Bundesliga,Matchweek 32,FC Köln,Sat,Home,D,0,0,0.9,0.8,56,0,0,0.8,0.9,44,50000,Marvin Schwäbe,Christian Günter,4-2-3-1,03.05.2002,Sören Storks,19,7,21.8,0,0,0,4,0,12.1,0,0,0,2024,SC Freiburg,21880000,21620000,0.75,1.5,1.55,1,1,1.75,1.225,1,73,73,72,72,76,77,76,76,16.25,5.25,18.05,0,0.25,0.5,1.35,51.5,10.25,2.75,15.825,0,0,0.5,1.45,46.25,04.05.2024 18:30,18
750,11.05.2024,Bundesliga,Matchweek 33,FC Köln,Sat,Home,W,3,2,3.1,1.6,62,2,3,1.6,3.1,38,50000,Florian Kainz,Christopher Trimmel,4-2-3-1,03.04.2003,Deniz Aytekin,17,4,16.3,0,1,1,12,5,16.7,0,1,1,2024,FC Union Berlin,21880000,31250000,0.25,1.25,1.6,0.5,1,2.75,1.325,0.25,73,73,72,72,76,75,75,76,16,5.25,19.425,0,0.25,0.5,1.325,51.5,14.5,4.75,16.225,0,0,0,1.225,46.5,11.05.2024 15:30,15
751,26.09.2020,Bundesliga,Matchweek 2,FSV Mainz 05,Sat,Home,L,1,4,1.3,2.6,49,4,1,2.6,1.3,51,3403,Danny Latza,Gonzalo Castro,4-2-3-1,3-1-4-2,Daniel Schlager,12,2,19.6,2,0,0,15,7,12.9,0,0,0,2021,VfB Stuttgart,19460000,18520000,1,3,2.8,0,2,3,1.9,0,73,72,73,73,73,74,73,72,9,1,15.3,1,0,0,1.2,28,26,6,18.6,3,0,0,2.6,63,26.09.2020 15:30,15
752,17.10.2020,Bundesliga,Matchweek 4,FSV Mainz 05,Sat,Home,L,0,1,0.3,0.5,39,1,0,0.5,0.3,61,250,Danny Latza,Charles Aránguiz,4-2-3-1,4-1-4-1,Bastian Dankert,6,0,21.9,0,0,0,9,5,18.5,0,0,0,2021,Bayer 04 Leverkusen,19460000,56200000,0.666666667,3.666666667,2.633333333,0,0.666666667,0.666666667,0.866666667,1,73,72,73,73,79,78,78,78,8.666666667,1,18.33333333,1,0,0,0.933333333,42.33333333,11,4.333333333,15.63333333,0,0,0,0.966666667,56.66666667,17.10.2020 15:30,15
753,24.10.2020,Bundesliga,Matchweek 5,FSV Mainz 05,Sat,Home,L,2,3,1.9,3,40,3,2,3,1.9,60,100,Danny Latza,Lars Stindl,4-2-3-1,03.05.2002,Frank Willenborg,15,7,17.5,0,0,0,20,10,15.2,0,1,1,2021,Borussia Mönchengladbach,19460000,48380000,0.5,3,2.1,0,1.25,1.5,1.15,1.25,73,72,73,73,79,78,79,80,8,0.75,19.225,0.75,0,0,0.775,41.5,12,4.5,18.175,0.25,0.5,0.5,1.6,55.25,24.10.2020 15:30,15
754,07.11.2020,Bundesliga,Matchweek 7,FSV Mainz 05,Sat,Home,D,2,2,3.7,1.9,33,2,2,1.9,3.7,67,0,Danny Latza,Omar Mascarell,4-2-3-1,3-1-4-2,Patrick Ittrich,11,5,20.1,1,2,2,21,3,15.4,2,0,0,2021,Schalke 04,19460000,60620000,0.75,2.75,1.975,0,0.5,2.25,1.975,0.5,73,72,73,73,74,74,75,72,8.75,2.75,19.225,0,0,0,0.875,44.75,6.25,1.75,18.4,0,0,0,0.35,39.5,07.11.2020 15:30,15
755,29.11.2020,Bundesliga,Matchweek 9,FSV Mainz 05,Sun,Home,D,1,1,1.6,1.1,36,1,1,1.1,1.6,64,0,Moussa Niakhate,Oliver Baumann,03.04.2003,4-1-2-1-2,Sascha Stegemann,9,3,12.3,0,0,0,10,4,14.7,0,0,0,2021,TSG Hoffenheim,19460000,42870000,2,2.25,2.2,1,1.5,2.25,1.85,0.5,73,72,73,73,76,75,77,76,13.75,6,18.55,0.25,0.5,0.5,2.375,38,12.75,4.75,17.5,0.75,0.25,0.5,1.7,52,29.11.2020 18:00,18
756,12.12.2020,Bundesliga,Matchweek 11,FSV Mainz 05,Sat,Home,L,0,1,1.7,0.8,60,1,0,0.8,1.7,40,0,Danny Latza,Timo Horn,03.04.2003,3-1-4-2,Felix Zwayer,15,4,16.6,0,0,0,9,6,18.2,1,0,0,2021,FC Köln,19460000,29970000,1.75,1.5,1.55,1.25,1.5,1.5,2.075,1.25,73,72,73,73,74,74,74,72,13.75,5.25,16.65,0.25,0.5,0.5,2.75,37.5,7,3,14.925,0,0,0,1.05,38.5,12.12.2020 15:30,15
757,19.12.2020,Bundesliga,Matchweek 13,FSV Mainz 05,Sat,Home,L,0,1,0.5,1,44,1,0,1,0.5,56,0,Moussa Niakhate,Theodor Gebre Selassie,3-1-4-2,4-3-1-2,Guido Winkmann,8,1,19,0,0,0,13,7,20.1,0,0,0,2021,Werder Bremen,19460000,29900000,0.5,1,0.975,0.5,1.25,2.75,2.25,0,73,72,73,73,74,73,74,75,11,3,14.825,0,0,0,1.725,46,8.5,3,18.775,0.75,0,0,0.65,46,19.12.2020 15:30,15
758,09.01.2021,Bundesliga,Matchweek 15,FSV Mainz 05,Sat,Home,L,0,2,0.8,2.3,41,2,0,2.3,0.8,59,0,Danny Latza,David Abraham,4-2-3-1,03.04.2003,Bastian Dankert,9,1,20.1,0,0,0,11,5,18.2,0,2,2,2021,Eintracht Frankfurt,19460000,35180000,0.5,1.75,1.725,0.25,2,1.5,1.675,1.75,73,72,73,73,77,79,77,75,10,3,17.775,0.25,0,0,1.075,42,10.25,3.75,19.375,0.5,0.5,0.5,1.775,43.75,09.01.2021 15:30,15
759,19.01.2021,Bundesliga,Matchweek 17,FSV Mainz 05,Tue,Home,L,0,2,0.7,1.1,38,2,0,1.1,0.7,62,0,Danny Latza,Koen Casteels,03.05.2002,4-2-3-1,Sören Storks,8,0,19.5,0,0,0,9,2,15.9,1,0,0,2021,VfL Wolfsburg,19460000,57870000,0.75,2.25,2.475,0.25,1.25,1.5,1.6,1.25,73,72,73,73,78,78,78,77,9.5,3,18.95,0.25,0,0,0.8,35.25,13,4,16.975,0.5,0.25,0.25,1.55,47.25,19.01.2021 20:30,20
760,23.01.2021,Bundesliga,Matchweek 18,FSV Mainz 05,Sat,Home,W,3,2,1.8,1.5,32,2,3,1.5,1.8,68,0,Danny Latza,Marcel Sabitzer,3-4-1-2,3-1-4-2,Christian Dingert,9,4,11.8,0,0,0,13,5,16.1,0,0,0,2021,RB Leipzig,19460000,53870000,0.75,2.5,2.5,0.25,1.25,1.25,1.025,1.75,73,72,73,73,80,78,81,80,9.5,2.75,19.075,0.25,0,0,0.85,33.75,15.5,6,17.45,0.5,0,0.25,2.125,57,23.01.2021 15:30,15
761,06.02.2021,Bundesliga,Matchweek 20,FSV Mainz 05,Sat,Home,W,1,0,2,1.2,43,0,1,1.2,2,57,0,Danny Latza,Christopher Trimmel,3-4-1-2,03.05.2002,Sascha Stegemann,9,4,17.1,0,1,1,11,4,17.4,0,0,0,2021,FC Union Berlin,19460000,17300000,1,1.75,1.45,1,0.75,1,1.1,1,73,72,73,73,73,75,72,73,8.75,2.25,17.625,0,0,0,0.875,36.5,9,2.5,19.475,0.25,0,0.25,1.025,43.25,06.02.2021 15:30,15
762,28.02.2021,Bundesliga,Matchweek 23,FSV Mainz 05,Sun,Home,L,0,1,0.9,1.1,62,1,0,1.1,0.9,38,0,Danny Latza,Jeffrey Gouweleeuw,3-4-1-2,4-2-3-1,Daniel Schlager,11,6,18,0,0,0,9,3,20,0,0,0,2021,FC Augsburg,19460000,22920000,1.25,1.25,1.1,1.75,0.75,2,1.6,0.25,73,72,73,73,74,73,74,74,11.25,4.25,18.475,0.25,0.25,0.25,1.4,38.5,6,1.5,17.675,0.5,0.25,0.25,0.725,36.5,28.02.2021 15:30,15
763,13.03.2021,Bundesliga,Matchweek 25,FSV Mainz 05,Sat,Home,W,1,0,1.8,0.9,48,0,1,0.9,1.8,52,0,Moussa Niakhate,Christian Günter,03.04.2003,03.04.2003,Benjamin Cortus,11,7,15.6,0,0,0,12,2,17.3,2,0,0,2021,SC Freiburg,19460000,14470000,1,1,0.9,1.25,0.5,1.25,1.225,1,73,72,73,73,74,75,75,73,14.25,4.75,18.35,0.25,0,0,1.25,44,7.25,1.75,19.225,0.5,0,0,0.8,48.75,13.03.2021 15:30,15
764,03.04.2021,Bundesliga,Matchweek 27,FSV Mainz 05,Sat,Home,D,1,1,2.1,0.5,58,1,1,0.5,2.1,42,0,Moussa Niakhate,Stefan Ortega,03.05.2002,4-1-2-1-2,Deniz Aytekin,10,4,16.9,1,1,1,10,2,20.6,1,0,0,2021,DSC Arminia Bielefeld,19460000,9590000,0.75,0.5,0.875,1.75,0.5,1,1.85,1,73,72,73,73,72,72,72,71,14,5.5,17.225,0.25,0,0,1.55,49.5,12,4,16.175,0.5,0,0,1.375,36,03.04.2021 15:30,15
765,24.04.2021,Bundesliga,Matchweek 31,FSV Mainz 05,Sat,Home,W,2,1,0.9,1.5,30,1,2,1.5,0.9,70,0,Danny Latza,Manuel Neuer,3-4-1-2,4-2-3-1,Harm Osmers,6,3,19.3,1,0,0,15,4,18.6,0,0,0,2021,FC Bayern München,19460000,224300000,1.75,1,1.35,2.5,1.75,0.75,0.975,2.5,73,72,73,73,84,92,85,82,12,5.25,16.1,0.5,0.25,0.25,2,42,15.25,5.75,17.65,0.25,0,0,1.25,54.25,24.04.2021 15:30,15
766,03.05.2021,Bundesliga,Matchweek 29,FSV Mainz 05,Mon,Home,D,1,1,2.8,1.4,56,1,1,1.4,2.8,44,0,Moussa Niakhate,Niklas Stark,3-1-4-2,3-1-4-2,Sascha Stegemann,16,9,15.3,1,0,0,7,5,13.2,1,0,0,2021,Hertha BSC,19460000,37560000,1.75,1,1.4,2.5,1.5,1.25,1.45,1.25,73,72,73,73,76,77,76,75,9.75,4.25,17.4,0.5,0.25,0.25,1.575,40.25,10.5,4,23.675,0.5,0.25,0.25,1.2,40.5,03.05.2021 18:00,18
767,16.05.2021,Bundesliga,Matchweek 33,FSV Mainz 05,Sun,Home,L,1,3,1.5,1.6,35,3,1,1.6,1.5,65,0,Danny Latza,Marco Reus,3-1-4-2,4-2-3-1,Harm Osmers,10,4,20.2,0,1,1,13,4,15,0,0,0,2021,Borussia Dortmund,19460000,90330000,1.25,0.75,1.225,2,2.75,0.75,1,3,73,72,73,73,81,87,81,81,10.5,5,18.35,0.5,0,0,1.525,37,14.5,5.75,15.525,0,0.25,0.5,2.725,53,16.05.2021 18:00,18
768,15.08.2021,Bundesliga,Matchweek 1,FSV Mainz 05,Sun,Home,W,1,0,1.2,1.1,30,0,1,1.1,1.2,70,10500,Moussa Niakhate,Willi Orban,3-4-1-2,4-2-3-1,Daniel Siebert,8,2,11,0,0,0,13,2,15.4,1,0,0,2022,RB Leipzig,17180000,52400000,0,0,0,0,0,0,0,0,74,74,74,75,80,82,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.08.2021 15:30,15
769,28.08.2021,Bundesliga,Matchweek 3,FSV Mainz 05,Sat,Home,W,3,0,2.7,0.2,48,0,3,0.2,2.7,52,11500,Moussa Niakhate,Branimir Hrgota,03.05.2002,4-1-2-1-2,Tobias Reichel,18,9,14.5,0,0,0,9,1,21.4,0,0,0,2022,SpVgg Greuther Fürth,17180000,12700000,0.5,1,0.95,1.5,1,3,1.9,0.5,74,74,74,75,71,70,70,70,11.5,2.5,15.35,0,0,0,1.05,44,13.5,4,17.1,0,0.5,0.5,1.85,49,28.08.2021 15:30,15
770,18.09.2021,Bundesliga,Matchweek 5,FSV Mainz 05,Sat,Home,D,0,0,0.9,0.4,46,0,0,0.4,0.9,54,13500,Robin Zentner,Christian Günter,03.05.2002,03.04.2003,Benjamin Brand,11,3,16.6,0,0,0,7,1,18.7,0,0,0,2022,SC Freiburg,17180000,11180000,1.5,0.5,0.7,2.25,1.5,1,1.225,2,74,74,74,75,75,73,74,76,13.5,4.75,16.2,0.25,0,0,1.425,43,11.5,4.75,15.775,0.5,0,0,1.25,42.25,18.09.2021 15:30,15
771,03.10.2021,Bundesliga,Matchweek 7,FSV Mainz 05,Sun,Home,L,1,2,1.1,1.4,52,2,1,1.4,1.1,48,16000,Robin Zentner,Marvin Friedrich,03.04.2003,3-4-1-2,Tobias Stieler,12,4,14.4,1,0,0,16,2,21.1,1,0,0,2022,FC Union Berlin,17180000,19780000,1.25,0.25,0.7,1.75,1.25,1.25,1.05,1.75,74,74,74,75,73,74,73,74,14,5.5,18.175,0.25,0,0,1.35,40.75,13,4.25,15.9,0.25,0.25,0.25,1.425,44.75,03.10.2021 15:30,15
772,22.10.2021,Bundesliga,Matchweek 9,FSV Mainz 05,Fri,Home,W,4,1,3.7,0.9,54,1,4,0.9,3.7,46,19400,Moussa Niakhate,Jeffrey Gouweleeuw,03.05.2002,3-4-1-2,Robert Hartmann,21,9,15,0,0,0,6,2,20,0,0,0,2022,FC Augsburg,17180000,24000000,0.5,1.5,1.4,0.25,0.75,1.5,1.75,1,74,74,74,75,74,73,74,74,10.5,3.5,19.275,0.5,0,0,0.925,41,8.5,3,19.75,0.25,0,0,0.475,38,22.10.2021 20:30,20
773,05.11.2021,Bundesliga,Matchweek 11,FSV Mainz 05,Fri,Home,D,1,1,1.1,1.6,48,1,1,1.6,1.1,52,25000,Moussa Niakhate,Yann Sommer,03.05.2002,03.04.2003,Robert Schröder,19,8,18.1,1,0,0,12,5,19.1,0,0,0,2022,Borussia Mönchengladbach,17180000,45180000,2,1.75,1.3,1.5,1.5,1,0.85,1.75,74,74,74,75,78,78,77,79,13.5,4.75,17.625,0.75,0,0,2.025,47.5,18.5,5.5,16.975,0.5,0,0.25,2.075,57.5,05.11.2021 20:30,20
774,21.11.2021,Bundesliga,Matchweek 12,FSV Mainz 05,Sun,Home,D,1,1,0.8,2.2,43,1,1,2.2,0.8,57,25500,Moussa Niakhate,Jonas Hector,03.05.2002,4-2-3-1,Deniz Aytekin,11,2,16.1,0,0,0,11,5,17.8,1,0,0,2022,FC Köln,17180000,28560000,2,1.5,1.35,1.75,1,2.75,1.75,0.5,74,74,74,75,75,76,75,74,15.25,5.75,18.55,0.75,0,0,2.025,46.5,17,3.75,16.875,0,0,0,1.4,59.75,21.11.2021 17:30,17
