,date,comp,round,team,day,venue,result,gf,ga,xg,xga,poss,opponent_gf,opponent_ga,opponent_xg,opponent_xga,opponent_poss,attendance,captain,opponent_captain,home_team_formation,away_team_formation,referee,sh,sot,dist,fk,pk,pkatt,opponent_sh,opponent_sot,opponent_dist,opponent_fk,opponent_pk,opponent_pkatt,season,opponent,team_salary,opponent_team_salary,gf_last_4_games,ga_last_4_games,xga_last_4_games,avg_points_last_4_games,opponent_gf_last_4_games,opponent_ga_last_4_games,opponent_xga_last_4_games,opponent_avg_points_last_4_games,team_overall,team_attack,team_midfield,team_defense,opponent_overall,opponent_attack,opponent_midfield,opponent_defense,sh_last_4_games,sot_last_4_games,dist_last_4_games,fk_last_4_games,pk_last_4_games,pkatt_last_4_games,xg_last_4_games,poss_last_4_games,opponent_sh_last_4_games,opponent_sot_last_4_games,opponent_dist_last_4_games,opponent_fk_last_4_games,opponent_pk_last_4_games,opponent_pkatt_last_4_games,opponent_xg_last_4_games,opponent_poss_last_4_games,datetime,hour
775,04.12.2021,Bundesliga,Matchweek 14,FSV Mainz 05,Sat,Home,W,3,0,1.2,0.7,42,0,3,0.7,1.2,58,10000,Moussa Niakhate,Maximilian Arnold,03.05.2002,03.04.2003,Florian Badstübner,12,4,16.8,1,0,0,15,0,20.6,1,0,0,2022,VfL Wolfsburg,17180000,61530000,1.25,1.25,1.175,1.25,1.5,1.25,1.45,1.75,74,74,74,75,77,77,78,76,16,4.75,18.1,0.75,0,0,1.3,49.25,12,5.75,17.325,0.75,0,0,1.525,50.5,04.12.2021 15:30,15
776,14.12.2021,Bundesliga,Matchweek 16,FSV Mainz 05,Tue,Home,W,4,0,2.9,0.4,67,0,4,0.4,2.9,33,10000,Moussa Niakhate,Dedryck Boyata,03.05.2002,04.04.2002,Harm Osmers,21,10,16.7,1,0,0,5,1,14.6,0,0,0,2022,Hertha BSC,17180000,31800000,1.5,1.25,1.2,1,1.25,1.25,1.15,1.25,74,74,74,75,74,74,75,74,12.25,3.75,18.5,0.5,0,0,0.9,44,13.75,5,16.2,0.5,0,0,1.35,54,14.12.2021 20:30,20
777,15.01.2022,Bundesliga,Matchweek 19,FSV Mainz 05,Sat,Home,W,1,0,1.7,1.5,53,0,1,1.5,1.7,47,1000,Moussa Niakhate,Anthony Losilla,03.05.2002,04.03.2003,Frank Willenborg,19,5,19.4,0,0,0,11,3,15.3,0,0,1,2022,VfL Bochum 1848,17180000,13510000,1.5,1.75,1.675,0.75,0.5,1,1.05,1,74,74,74,75,72,72,71,73,10.5,5,17.55,0.5,0,0,1.15,46,8.5,2.75,17.2,0.5,0.25,0.25,0.95,46.75,15.01.2022 15:30,15
778,05.02.2022,Bundesliga,Matchweek 21,FSV Mainz 05,Sat,Home,W,2,0,2.2,1.6,41,0,2,1.6,2.2,59,6800,Moussa Niakhate,Benjamin Hübner,03.05.2002,03.04.2003,Christian Dingert,9,3,17.2,1,1,1,16,3,13.5,0,0,0,2022,TSG Hoffenheim,17180000,40270000,0.75,1.75,1.875,0.75,1.75,1.75,1.275,1,74,74,74,75,77,78,76,76,12.5,4,17.35,0.5,0,0,1.075,48,15.5,4.75,15.6,0.75,0,0,1.7,58.5,05.02.2022 15:30,15
779,18.02.2022,Bundesliga,Matchweek 23,FSV Mainz 05,Fri,Home,W,3,2,0.9,1,41,2,3,1,0.9,59,10000,Moussa Niakhate,Lukáš Hrádecký,03.04.2003,4-2-3-1,Benjamin Cortus,18,5,18.4,1,0,0,7,6,16.1,0,0,0,2022,Bayer 04 Leverkusen,17180000,47660000,1.25,0.75,1.525,1.75,4,1.5,1.35,3,74,74,74,75,79,83,79,78,16.5,4.5,18.075,0.75,0.25,0.25,1.975,48,20.5,9,15.1,0.25,0,0.5,3,54.25,18.02.2022 20:30,20
780,16.03.2022,Bundesliga,Matchweek 25,FSV Mainz 05,Wed,Home,L,0,1,0.9,0.8,41,1,0,0.8,0.9,59,25000,Moussa Niakhate,Axel Witsel,03.04.2003,4-2-3-1,Sascha Stegemann,11,1,18.3,1,0,0,11,4,16,2,0,0,2022,Borussia Dortmund,17180000,90190000,1.75,1.5,1.325,1.75,2.75,0.25,0.9,2.5,74,74,74,75,81,83,81,81,15.5,3.5,18.8,1.25,0.25,0.25,1.6,43.25,13.5,6,16.95,0.75,0.25,0.25,2.15,58.25,16.03.2022 18:30,18
781,19.03.2022,Bundesliga,Matchweek 27,FSV Mainz 05,Sat,Home,W,4,0,4.3,0.2,56,0,4,0.2,4.3,44,25000,Moussa Niakhate,Stefan Ortega,03.04.2003,04.03.2003,Felix Zwayer,11,3,16.8,0,3,3,6,0,27.2,1,0,0,2022,DSC Arminia Bielefeld,17180000,9880000,1.25,1.75,1.125,1,0.25,1.25,1.375,0.75,74,74,74,75,72,71,72,73,16,3,19.075,1.25,0,0,1.275,43.25,9.5,2.75,21.875,0.5,0,0,0.525,40.5,19.03.2022 15:30,15
782,16.04.2022,Bundesliga,Matchweek 30,FSV Mainz 05,Sat,Home,D,0,0,0.6,0.7,47,0,0,0.7,0.6,53,30128,Moussa Niakhate,Waldemar Anton,05.03.2002,04.03.2003,Florian Badstübner,11,0,18.4,1,0,0,6,3,21.2,1,0,0,2022,VfB Stuttgart,17180000,14730000,2,1.5,1.325,1,1.25,1.5,1.35,1.25,74,74,74,75,74,74,74,74,14.5,5.5,17.125,0.75,0.75,0.75,2.2,53,15.5,4,17.425,0.5,0.25,0.25,1.775,52.25,16.04.2022 15:30,15
783,30.04.2022,Bundesliga,Matchweek 32,FSV Mainz 05,Sat,Home,W,3,1,3.3,1.4,32,1,3,1.4,3.3,68,33305,Moussa Niakhate,Robert Lewandowski,03.05.2002,4-2-3-1,Sascha Stegemann,22,7,15.1,0,0,0,7,1,19,0,0,0,2022,FC Bayern München,17180000,237110000,0.75,2.5,2,0.25,2.75,0.5,0.625,3,74,74,74,75,84,92,85,82,10.5,3,17.575,0.75,0,0,1,48.75,17.5,6.75,18.025,0,0.25,0.25,2,65.25,30.04.2022 15:30,15
784,14.05.2022,Bundesliga,Matchweek 34,FSV Mainz 05,Sat,Home,D,2,2,1.3,1.6,49,2,2,1.6,1.3,51,33000,Moussa Niakhate,Sebastian Rode,03.04.2003,03.04.2003,Martin Petersen,13,4,14.8,1,0,0,12,4,18.2,1,0,0,2022,Eintracht Frankfurt,17180000,35850000,1.25,1.75,1.725,1.75,0.75,1.75,1.25,0.5,74,74,74,75,76,76,77,75,12.25,3.75,17.3,0.5,0,0,1.325,45.75,13.5,4.25,20.375,0,0,0,0.725,49.5,14.05.2022 15:30,15
785,14.08.2022,Bundesliga,Matchweek 2,FSV Mainz 05,Sun,Home,D,0,0,0.7,0.4,49,0,0,0.4,0.7,51,25009,Silvan Widmer,Rani Khedira,03.05.2002,03.05.2002,Daniel Schlager,11,5,16.9,0,0,0,10,2,22.8,0,0,0,2023,FC Union Berlin,21350000,20430000,2,1,0.9,3,3,1,0.3,3,75,76,75,74,75,75,74,75,13,6,17.5,1,0,0,1.4,41,19,8,19,0,0,0,1,49,14.08.2022 15:30,15
786,27.08.2022,Bundesliga,Matchweek 4,FSV Mainz 05,Sat,Home,L,0,3,1.4,1.9,61,3,0,1.9,1.4,39,28500,Silvan Widmer,Lukáš Hrádecký,03.04.2003,03.05.2002,Christian Dingert,18,3,18.4,1,0,0,8,5,18.9,1,0,0,2023,Bayer 04 Leverkusen,21350000,57330000,1.333333333,0.666666667,0.6,2.333333333,0.333333333,2,1.233333333,0,75,76,75,74,79,81,78,80,12,5.333333333,18,0.666666667,0,0.333333333,1.4,46.66666667,15.33333333,5.333333333,18.9,1.333333333,0,0,1.666666667,59,27.08.2022 15:30,15
787,16.09.2022,Bundesliga,Matchweek 7,FSV Mainz 05,Fri,Home,D,1,1,0.7,0.4,57,1,1,0.4,0.7,43,25300,Silvan Widmer,Marvin Plattenhardt,03.04.2003,04.03.2003,Frank Willenborg,11,2,16.6,0,0,0,4,2,19.4,0,0,0,2023,Hertha BSC,21350000,33420000,1,2,1.95,1.5,1,1,1.775,1,75,76,75,74,74,74,75,73,12.5,3.5,18.475,1,0,0.25,1.2,48.5,15.5,4.75,18.625,0.5,0,0,1.375,42,16.09.2022 20:30,20
788,08.10.2022,Bundesliga,Matchweek 9,FSV Mainz 05,Sat,Home,D,1,1,0.6,1,37,1,1,1,0.6,63,26100,Silvan Widmer,Willi Orban,03.05.2002,4-2-3-1,Felix Brych,9,3,19.7,0,0,0,13,3,19,0,0,0,2023,RB Leipzig,21350000,93420000,1,1.75,1.95,1,1.75,1.75,1.625,1.5,75,76,75,74,81,83,81,79,11.5,3.5,17.9,0.75,0,0,0.9,46.75,11.5,4.5,15,0,0.25,0.5,1.75,56.5,08.10.2022 15:30,15
789,21.10.2022,Bundesliga,Matchweek 11,FSV Mainz 05,Fri,Home,W,5,0,1.9,0.7,55,0,5,0.7,1.9,45,31610,Robin Zentner,Jonas Hector,03.05.2002,4-3-1-2,Matthias Jöllenbeck,15,6,18.2,1,1,1,6,2,19.4,1,0,0,2023,FC Köln,21350000,21380000,1.25,1,1.175,1.25,2.25,2.5,1.525,1.75,75,76,75,74,74,71,75,73,11.5,4,17.975,0.25,0,0,1,43.5,14.5,5,16.425,0,0.25,0.25,1.7,51.5,21.10.2022 20:30,20
790,05.11.2022,Bundesliga,Matchweek 13,FSV Mainz 05,Sat,Home,L,0,3,1,0.6,56,3,0,0.6,1,44,26750,Silvan Widmer,Maximilian Arnold,03.04.2003,04.05.2001,Daniel Siebert,15,3,19.3,0,0,0,10,3,18.4,1,0,0,2023,VfL Wolfsburg,21350000,44540000,2.5,1.75,1.525,1.75,2.25,1.25,1.375,1.5,75,76,75,74,76,76,77,76,12,4.5,16.95,0.25,0.25,0.5,1.45,39,13.75,4.25,17.925,0.5,0.25,0.25,1.7,50,05.11.2022 15:30,15
791,13.11.2022,Bundesliga,Matchweek 15,FSV Mainz 05,Sun,Home,D,1,1,1.5,1.8,40,1,1,1.8,1.5,60,33305,Silvan Widmer,Kevin Trapp,03.04.2003,03.04.2003,Robert Schröder,18,6,16,0,0,0,10,3,19.3,2,0,0,2023,Eintracht Frankfurt,21350000,33960000,1.75,2.5,1.475,0.75,2.5,1.5,1.15,2.25,75,76,75,74,78,79,77,76,13.5,3.5,16.1,0.5,0.25,0.5,1.475,49.25,15.25,6.25,17.7,0.75,0,0,1.95,51.75,13.11.2022 15:30,15
792,25.01.2023,Bundesliga,Matchweek 17,FSV Mainz 05,Wed,Home,L,1,2,1.2,1.5,38,2,1,1.5,1.2,62,31500,Silvan Widmer,Niklas Süle,03.05.2002,4-2-3-1,Sascha Stegemann,12,4,14.8,0,0,0,11,6,18.2,0,0,0,2023,Borussia Dortmund,21350000,122520000,0.5,1.5,1.375,0.5,2.25,2.25,1.7,1.5,75,76,75,74,81,82,81,82,14,2.75,17.275,0.5,0.25,0.25,1.175,49,18.25,6.75,18.025,0.75,0.25,0.25,2.25,63,25.01.2023 18:30,18
793,28.01.2023,Bundesliga,Matchweek 18,FSV Mainz 05,Sat,Home,W,5,2,2.1,1.5,42,2,5,1.5,2.1,58,23300,Silvan Widmer,Anthony Losilla,03.04.2003,04.03.2003,Patrick Ittrich,14,7,17.3,0,0,0,15,4,21.1,1,0,0,2023,VfL Bochum 1848,21350000,15700000,0.75,1.25,1.6,0.5,1.5,1,1.4,2.25,75,76,75,74,73,73,72,73,13.25,3,16.15,0.5,0.25,0.25,1.225,44.5,11.25,3,17.7,0.25,0,0,1.35,46.25,28.01.2023 15:30,15
794,11.02.2023,Bundesliga,Matchweek 20,FSV Mainz 05,Sat,Home,W,3,1,2.4,1.5,50,1,3,1.5,2.4,50,22200,Karim Onisiwo,Jeffrey Gouweleeuw,03.04.2003,04.03.2003,Sven Jablonski,15,6,14.6,0,0,0,12,2,14.2,0,1,1,2023,FC Augsburg,21350000,26070000,2,1.75,1.425,1,1.5,1.75,1.375,1.5,75,76,75,74,74,73,73,74,12.25,4,18.275,0.25,0.5,0.5,1.5,43.5,13,4,18.55,0.5,0.25,0.25,1.3,42.75,11.02.2023 15:30,15
795,24.02.2023,Bundesliga,Matchweek 22,FSV Mainz 05,Fri,Home,W,4,0,1.8,1.2,36,0,4,1.2,1.8,64,32500,Robin Zentner,Lars Stindl,03.04.2003,4-2-3-1,Robert Hartmann,14,8,16.1,0,0,0,9,2,21.1,1,0,0,2023,Borussia Mönchengladbach,21350000,47800000,3,1.75,1.575,2.25,2,1.75,1.725,1.75,75,76,75,74,77,80,78,76,12.75,5.75,16.75,0,0.5,0.5,1.85,43.75,13,4.75,16.325,0.25,0,0,1.425,56.25,24.02.2023 20:30,20
796,04.03.2023,Bundesliga,Matchweek 23,FSV Mainz 05,Sat,Home,W,1,0,1.1,0.8,47,0,1,0.8,1.1,53,28100,Robin Zentner,Oliver Baumann,03.04.2003,03.04.2003,Sascha Stegemann,16,6,16.6,0,0,0,15,3,18.6,1,0,0,2023,TSG Hoffenheim,21350000,37810000,2.75,1.25,1.5,2.25,0.75,2.5,2,0,75,76,75,74,76,76,78,76,12.75,6,16.45,0,0.5,0.5,1.775,42.25,10.25,4,18.55,0.5,0,0,0.875,50.5,04.03.2023 15:30,15
797,19.03.2023,Bundesliga,Matchweek 25,FSV Mainz 05,Sun,Home,D,1,1,1,1.7,47,1,1,1.7,1,53,26800,Robin Zentner,Christian Günter,03.04.2003,03.04.2003,Bastian Dankert,10,5,16.4,1,0,0,11,5,19.2,0,0,0,2023,SC Freiburg,21350000,19590000,2.25,0.75,1.425,2.5,1.25,0.5,1.525,2,75,76,75,74,76,76,76,77,11.75,5.75,15.85,0,0.25,0.25,1.25,44,11.25,3.75,17.8,0.5,0,0,1.075,51,19.03.2023 19:30,19
798,08.04.2023,Bundesliga,Matchweek 27,FSV Mainz 05,Sat,Home,D,2,2,1.9,0.9,51,2,2,0.9,1.9,49,33305,Silvan Widmer,Marco Friedl,03.04.2003,03.05.2002,Benjamin Brand,16,10,16.7,0,0,0,9,4,18.5,1,0,0,2023,Werder Bremen,21350000,23590000,1.5,0.5,1.2,2,1.5,2.25,1.525,0.25,75,76,75,74,73,76,71,74,12.75,5.25,16.375,0.75,0,0,1.375,46,12.75,4.75,18.175,0.25,0.25,0.25,1.575,53.5,08.04.2023 15:30,15
799,22.04.2023,Bundesliga,Matchweek 29,FSV Mainz 05,Sat,Home,W,3,1,1.6,1.9,26,1,3,1.9,1.6,74,33305,Silvan Widmer,Thomas Müller,03.04.2003,3-1-4-2,Felix Zwayer,12,4,17.3,0,0,0,11,2,14.3,0,0,0,2023,FC Bayern München,21350000,262470000,1.75,1,1.1,1.5,1.75,1.25,1.225,1.75,75,76,75,74,85,86,85,83,12.5,5.75,18.1,0.75,0,0,1.65,44,17.75,7.75,16.375,0,0,0,2.125,60,22.04.2023 15:30,15
800,05.05.2023,Bundesliga,Matchweek 31,FSV Mainz 05,Fri,Home,L,2,3,1.3,2.9,57,3,2,2.9,1.3,43,33305,Robin Zentner,Simon Terodde,03.04.2003,4-2-3-1,Matthias Jöllenbeck,10,4,13.2,1,0,0,15,9,18.9,0,1,1,2023,Schalke 04,21350000,35680000,1.5,1.75,1.425,1.25,1.75,2.25,1.775,1.5,75,76,75,74,72,73,72,72,10.75,4.25,17.625,0,0,0,1.5,43.25,13.25,5.5,17.45,1,0,0,1.2,54.25,05.05.2023 20:30,20
801,21.05.2023,Bundesliga,Matchweek 33,FSV Mainz 05,Sun,Home,L,1,4,1.3,1.8,47,4,1,1.8,1.3,53,33305,Karim Onisiwo,Wataru Endo,03.04.2003,03.04.2003,Sven Jablonski,10,6,17.9,2,0,0,7,6,13.8,1,0,0,2023,VfB Stuttgart,21350000,16100000,1.25,2.5,2.225,0.75,1.25,1.25,1.225,1.25,75,76,75,74,74,72,75,75,10.25,3.25,15.525,0.5,0,0,1.4,44.25,11.25,2.75,16.525,0.5,0.5,0.5,1.55,56.5,21.05.2023 15:30,15
802,27.08.2023,Bundesliga,Matchweek 2,FSV Mainz 05,Sun,Home,D,1,1,1.2,1.1,40,1,1,1.1,1.2,60,33305,Robin Zentner,Kevin Trapp,03.04.2003,03.04.2003,Bastian Dankert,12,6,15.9,2,0,0,7,1,15.1,1,0,0,2024,Eintracht Frankfurt,28540000,36330000,1,4,1.9,0,1,0,0.5,3,75,74,75,74,77,76,77,77,8,1,18.5,0,0,2,2.3,53,9,3,14,0,0,0,1.5,61,27.08.2023 15:30,15
803,16.09.2023,Bundesliga,Matchweek 4,FSV Mainz 05,Sat,Home,L,1,3,0.9,1.6,40,3,1,1.6,0.9,60,30500,Robin Zentner,Waldemar Anton,03.04.2003,4-2-3-1,Harm Osmers,15,3,17.1,0,0,0,15,6,21.5,1,0,0,2024,VfB Stuttgart,28540000,28080000,0.666666667,3,1.9,0.333333333,3.666666667,1.666666667,1.2,2,75,74,75,74,77,80,75,76,11,3.333333333,17.6,1,0,0.666666667,1.333333333,49.33333333,14.33333333,6,17.6,0,0,0,1.933333333,51.33333333,16.09.2023 15:30,15
804,30.09.2023,Bundesliga,Matchweek 6,FSV Mainz 05,Sat,Home,L,0,3,0.5,1.1,45,3,0,1.1,0.5,55,33305,Robin Zentner,Lukáš Hrádecký,03.04.2003,03.04.2003,Benjamin Brand,10,3,18.7,1,0,0,6,3,20.6,2,0,0,2024,Bayer 04 Leverkusen,28540000,64370000,0.75,2.5,1.55,0.25,3.5,1,0.975,2.5,75,74,75,74,82,82,83,81,13,3.5,17.35,0.75,0,0,0.8,48.5,20.25,9.25,17.625,0.5,0.5,0.5,2.75,63,30.09.2023 15:30,15
805,21.10.2023,Bundesliga,Matchweek 8,FSV Mainz 05,Sat,Home,L,1,3,1.1,1.8,38,3,1,1.8,1.1,62,33305,Robin Zentner,Joshua Kimmich,03.04.2003,4-2-3-1,Sascha Stegemann,16,3,14.9,0,0,0,13,5,17.3,0,0,0,2024,FC Bayern München,28540000,255820000,1,2.5,1.45,0.25,3.5,1,0.75,2,75,74,75,74,84,90,84,83,12.75,3.75,18.675,0.25,0,0,0.7,46,18,8.25,16.65,0.25,0.5,0.5,2.9,61.75,21.10.2023 18:30,18
806,04.11.2023,Bundesliga,Matchweek 10,FSV Mainz 05,Sat,Home,W,2,0,0.9,0.5,33,0,2,0.5,0.9,67,30100,Robin Zentner,Kevin Kampl,03.04.2003,03.04.2003,Bastian Dankert,10,3,17.6,0,0,0,10,1,18.1,0,0,0,2024,RB Leipzig,28540000,101040000,1.25,2.5,1.65,0.5,2.75,0.75,1.5,2,75,74,75,74,80,81,80,80,12.25,4,18.525,0.25,0,0,0.7,43.25,14,6,19.375,1.75,0.25,0.75,2.325,53.75,04.11.2023 15:30,15
807,03.12.2023,Bundesliga,Matchweek 13,FSV Mainz 05,Sun,Home,L,0,1,2.3,0.9,61,1,0,0.9,2.3,39,30300,Silvan Widmer,Maximilian Eggestein,4-2-3-1,04.04.2002,Tobias Stieler,20,5,13.9,0,0,0,13,5,17.1,0,0,0,2024,SC Freiburg,28540000,21620000,1.25,0.75,0.9,1.5,1.5,2.25,1.475,0.5,75,74,75,74,76,77,76,76,10.75,2.75,19.5,0.5,0,0.25,0.95,43.5,12.25,4,16.125,0.25,0.25,0.25,1.575,48.5,03.12.2023 15:30,15
808,16.12.2023,Bundesliga,Matchweek 15,FSV Mainz 05,Sat,Home,L,0,1,1.6,0.5,65,1,0,0.5,1.6,35,27200,Dominik Kohr,Patrick Mainka,4-2-2-2,04.05.2001,Bastian Dankert,19,3,15,1,0,0,6,2,18.4,0,0,0,2024,Heidenheim,28540000,10970000,0.25,0.5,0.725,0.75,1.5,2,1.825,1,75,74,75,74,72,74,72,72,14.25,3.75,17.325,0.5,0,0.25,1.55,49.5,10,3.25,16.2,0.25,0,0,1.025,37.75,16.12.2023 15:30,15
809,13.01.2024,Bundesliga,Matchweek 17,FSV Mainz 05,Sat,Home,D,1,1,0.4,0.6,52,1,1,0.6,0.4,48,24000,Silvan Widmer,Maximilian Arnold,3-1-4-2,4-2-3-1,Patrick Ittrich,11,2,18.3,0,0,0,9,4,16.2,0,0,0,2024,VfL Wolfsburg,28540000,54830000,0.25,0.75,0.725,0.5,0.75,1.5,1.425,0.75,75,74,75,74,76,76,77,74,15.75,4.75,15.95,0.5,0,0,1.55,51.75,10.5,3.5,20,0.75,0,0,0.85,47.5,13.01.2024 15:30,15
810,03.02.2024,Bundesliga,Matchweek 20,FSV Mainz 05,Sat,Home,L,0,1,0.8,0.6,59,1,0,0.6,0.8,41,31800,Silvan Widmer,Marco Friedl,4-2-3-1,03.05.2002,Benjamin Brand,23,5,21.9,1,0,0,6,1,16.4,0,0,0,2024,Werder Bremen,28540000,28780000,0.5,1,0.9,0.5,1.5,0.75,1.375,2,75,74,75,74,74,72,74,73,12,2.75,17.775,0.5,0,0,0.925,49.25,12,2.25,17.2,0.25,0.25,0.25,1.3,42.5,03.02.2024 15:30,15
811,07.02.2024,Bundesliga,Matchweek 18,FSV Mainz 05,Wed,Home,D,1,1,1.3,1,46,1,1,1,1.3,54,26200,Robin Zentner,Rani Khedira,04.03.2003,03.05.2002,Martin Petersen,16,6,14.6,2,0,0,16,4,16.7,0,0,0,2024,FC Union Berlin,28540000,31250000,0.5,1,0.925,0.5,0.25,0.75,1.525,1,75,74,75,74,76,75,75,76,13,3.25,19.5,0.5,0,0,0.725,47.75,11,3.25,17.975,0,0,0,0.925,38.75,07.02.2024 18:30,18
812,17.02.2024,Bundesliga,Matchweek 22,FSV Mainz 05,Sat,Home,W,1,0,2.1,1,46,0,1,1,2.1,54,24800,Robin Zentner,Jeffrey Gouweleeuw,03.04.2003,4-1-2-1-2,Tobias Reichel,17,4,16.7,0,0,1,10,3,15.5,0,0,0,2024,FC Augsburg,28540000,24360000,0.5,1.5,1.2,0.25,1.75,1.75,1.55,1.25,75,74,75,74,74,76,74,75,15.75,4.25,17.8,0.75,0,0,1.075,47.25,13,4.5,17.05,0.25,0.5,0.75,1.55,45,17.02.2024 15:30,15
813,02.03.2024,Bundesliga,Matchweek 24,FSV Mainz 05,Sat,Home,D,1,1,1,1,43,1,1,1,1,57,33305,Silvan Widmer,Julian Weigl,03.04.2003,04.03.2003,Robert Schröder,19,3,18.9,2,0,0,14,5,16.1,0,0,0,2024,Borussia Mönchengladbach,28540000,51480000,1,1.5,1.25,1,1.5,1.75,1.525,1,75,74,75,74,76,75,77,75,15.75,5,17.2,0.5,0,0.25,1.475,41,17.75,3.75,18.925,0,0.25,0.25,1.675,50.5,02.03.2024 15:30,15
814,16.03.2024,Bundesliga,Matchweek 26,FSV Mainz 05,Sat,Home,W,2,0,2.5,0.7,50,0,2,0.7,2.5,50,33000,Robin Zentner,Anthony Losilla,03.04.2003,4-1-2-1-2,Matthias Jöllenbeck,14,3,19,0,1,1,11,1,16.1,0,0,0,2024,VfL Bochum 1848,28540000,18030000,1,2.75,2.325,1,1.75,3.25,2.575,0.75,75,74,75,74,73,73,74,72,15.75,3.25,19.025,0.75,0,0.25,1.25,40.75,16.5,4.25,19.025,0.5,0.25,0.25,1.325,47,16.03.2024 15:30,15
815,06.04.2024,Bundesliga,Matchweek 28,FSV Mainz 05,Sat,Home,W,4,0,3.6,0.5,59,0,4,0.5,3.6,41,33000,Robin Zentner,Fabian Holland,03.04.2003,4-1-3-2,Daniel Schlager,18,9,14.9,3,0,0,14,2,23.5,0,0,0,2024,Darmstadt 98,28540000,13230000,1,2.25,2.6,1.25,1,3.75,2.875,0.25,75,74,75,74,71,70,71,70,13.75,2.5,18.375,0.75,0.25,0.25,1.3,42,9.5,3.75,18.75,0.25,0,0,0.85,37.25,06.04.2024 15:30,15
816,13.04.2024,Bundesliga,Matchweek 29,FSV Mainz 05,Sat,Home,W,4,1,2.1,0.5,47,1,4,0.5,2.1,53,31000,Robin Zentner,Oliver Baumann,03.04.2003,03.05.2002,Felix Zwayer,25,8,17.5,0,0,0,5,1,20.5,0,0,0,2024,TSG Hoffenheim,28540000,48590000,1.75,2,2.475,1.75,1.25,2.25,2.6,0.75,75,74,75,74,76,76,77,75,13.5,4,17.375,1,0.25,0.25,1.95,46,9.25,2.75,19,0,0,0,0.925,41.5,13.04.2024 15:30,15
817,28.04.2024,Bundesliga,Matchweek 31,FSV Mainz 05,Sun,Home,D,1,1,1.6,2.5,39,1,1,2.5,1.6,61,33305,Robin Zentner,Marvin Schwäbe,03.04.2003,4-2-3-1,Benjamin Brand,16,4,14.7,0,0,0,15,5,20.2,0,1,2,2024,FC Köln,28540000,21880000,2.25,0.5,1.15,2,0.75,1.5,1.7,1,75,74,75,74,73,73,72,72,16.75,5.5,16.675,1,0,0,1.9,50,15.5,4.5,17.85,0,0,0,1.05,47,28.04.2024 17:30,17
818,11.05.2024,Bundesliga,Matchweek 33,FSV Mainz 05,Sat,Home,W,3,0,2.1,0.4,32,0,3,0.4,2.1,68,33305,Silvan Widmer,Niklas Süle,03.04.2003,04.03.2003,Tobias Stieler,14,6,15.8,2,0,0,9,2,21.7,0,0,0,2024,Borussia Dortmund,28540000,126600000,1.75,1,1.25,1.5,2.25,1.75,1.825,1.75,75,74,75,74,81,81,82,81,16.75,4.5,16.475,0.25,0,0,1.525,50,13,5,17.975,0,0.25,0.25,1.85,56,11.05.2024 18:30,18
819,24.08.2024,Bundesliga,Matchweek 1,FSV Mainz 05,Sat,Home,D,1,1,1.2,0.6,53,1,1,0.6,1.2,47,31500,Jonathan Burkardt,Christopher Trimmel,03.04.2003,03.04.2003,,14,3,15.4,1,0,0,15,5,19.8,0,0,0,2025,FC Union Berlin,26760000,25540000,0,0,0,0,0,0,0,0,74,74,74,74,75,75,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.08.2024 15:30,15
820,15.09.2024,Bundesliga,Matchweek 3,FSV Mainz 05,Sun,Home,L,1,2,1.1,1.6,58,2,1,1.6,1.1,42,32000,Jonathan Burkardt,Marco Friedl,03.04.2003,03.04.2003,Benjamin Brand,16,5,16.9,1,0,0,13,3,16.1,0,1,1,2025,Werder Bremen,26760000,25800000,2,2,2.2,1,1,1,0.8,1,74,74,74,74,74,75,74,74,12,4.5,18.5,1,0.5,0.5,1.75,45,8,3,16.4,0.5,0,0,0.85,50.5,15.09.2024 17:30,17
821,26.09.2020,Bundesliga,Matchweek 2,Borussia Mönchengladbach,Sat,Home,D,1,1,1.8,0.8,63,1,1,0.8,1.8,37,10383,Lars Stindl,Christopher Trimmel,4-2-3-1,03.04.2003,Tobias Stieler,14,6,15.4,0,0,0,14,2,19.3,1,0,0,2021,FC Union Berlin,48380000,17300000,0,3,1.8,0,1,3,1.5,0,79,78,79,80,73,75,72,73,8,2,19.7,0,0,0,0.6,52,15,3,21.1,0,0,0,1.2,59,26.09.2020 15:30,15
822,17.10.2020,Bundesliga,Matchweek 4,Borussia Mönchengladbach,Sat,Home,D,1,1,1.9,1.4,47,1,1,1.4,1.9,53,300,Lars Stindl,Josuha Guilavogui,4-2-3-1,04.03.2003,Daniel Schlager,12,1,18.9,1,1,1,15,6,18.7,0,0,0,2021,VfL Wolfsburg,48380000,57870000,1.333333333,1.666666667,1.066666667,1.333333333,0.333333333,0.333333333,1,1,79,78,79,80,78,78,78,77,12,5.666666667,17.93333333,0,0.333333333,0.333333333,1.5,58,11.66666667,3,19.83333333,0.666666667,0,0,0.8,50.66666667,17.10.2020 20:30,20
